generation_label,lib_years,lib_variance,lib_sd,lib_range,lib_cv,res_years,res_variance,res_sd,res_range,res_cv
1st Generation,8,0.03506221409481423,0.18724906967676563,0.6224639852347119,3.350170903783912,9,0.007124548485703346,0.08440704049842848,0.234720704691264,1.670285024220379
3rd+ Generation,7,0.025841294881544217,0.1607522779979936,0.4846467179537341,0.8023056728197396,7,0.0378303931961835,0.1945003681132339,0.6256833358124103,9.776381101610776
2nd Generation,7,0.006838226452879775,0.08269356959812398,0.2354761453708555,16.14423719094422,8,0.006646529191786853,0.08152624848345993,0.2188429414849704,1.0130412610024744
