gender,age,education,income,marital_status,employment,state,citizenship_status,place_birth,parent_nativity,immigrant_generation,immigration_levels_opinion,legalization_support,deportation_worry,political_party
0,72,1,NA,3,2,NA,NA,1,3,2,1,NA,3,2
0,43,1,6,NA,2,NA,NA,2,1,1,3,NA,4,NA
0,52,4,14,1,2,NA,1,1,3,2,1,NA,2,1
1,38,NA,24,1,1,NA,0,1,3,2,1,NA,3,NA
1,47,1,6,4,1,NA,0,1,3,2,3,NA,2,3
1,22,1,6,NA,1,NA,0,1,3,2,3,NA,1,1
0,31,1,7,1,1,NA,NA,1,1,3,1,NA,4,2
1,32,1,3,1,1,NA,0,2,3,1,3,NA,1,2
1,41,1,6,1,1,NA,0,2,3,1,3,NA,1,3
1,29,1,12,1,1,NA,0,2,3,1,1,NA,4,1
0,36,1,11,1,1,NA,1,1,3,2,1,NA,3,3
0,47,3,4,1,2,NA,1,1,3,2,3,NA,1,2
0,78,1,6,3,2,NA,NA,2,3,1,1,NA,1,2
1,39,3,21,1,1,NA,1,2,3,1,1,NA,2,3
0,54,4,23,1,1,NA,NA,1,3,2,3,NA,2,2
0,42,1,4,1,1,NA,1,1,3,2,NA,NA,1,NA
0,32,1,1,2,2,NA,1,1,3,2,1,NA,4,3
1,67,4,NA,1,2,NA,1,2,3,1,2,NA,3,1
1,NA,NA,NA,NA,NA,NA,0,1,3,2,1,NA,NA,NA
1,56,1,2,4,2,NA,0,1,3,2,NA,NA,1,3
0,35,4,24,1,1,NA,NA,1,1,3,3,NA,4,2
1,70,4,26,1,2,NA,1,1,3,2,3,NA,4,3
0,84,1,NA,3,2,NA,1,NA,3,NA,3,NA,1,3
1,40,1,21,1,1,NA,0,1,3,2,2,NA,3,2
0,38,1,12,1,1,NA,1,1,3,2,NA,NA,1,3
0,29,1,12,1,2,NA,0,1,3,2,1,NA,3,3
0,32,NA,11,1,1,NA,1,2,3,1,3,NA,2,2
1,53,1,12,1,1,NA,0,2,3,1,3,NA,2,2
1,57,3,13,1,1,NA,1,1,3,2,1,NA,2,2
1,39,1,3,1,1,NA,0,NA,3,NA,3,NA,1,2
0,46,1,4,5,1,NA,0,1,3,2,NA,NA,1,3
1,60,3,24,NA,2,NA,NA,2,1,1,1,NA,4,2
1,24,4,14,NA,1,NA,NA,2,1,1,3,NA,4,2
1,71,1,6,3,2,NA,1,1,3,2,NA,NA,2,2
1,26,1,3,1,1,NA,0,1,3,2,3,NA,1,2
1,50,3,23,1,1,NA,NA,1,1,3,3,NA,3,1
1,34,1,23,1,1,NA,0,2,3,1,2,NA,3,NA
1,34,1,5,1,1,NA,0,2,3,1,1,NA,1,3
0,50,1,2,5,2,NA,1,1,3,2,1,NA,1,3
1,30,1,14,1,1,NA,0,1,3,2,1,NA,1,1
0,60,1,4,3,1,NA,0,2,3,1,3,NA,1,3
1,23,3,4,1,1,NA,0,2,3,1,1,NA,3,NA
1,38,1,NA,NA,1,NA,0,2,3,1,3,NA,4,NA
0,33,NA,24,2,1,NA,NA,1,3,2,2,NA,2,2
0,42,1,4,2,1,NA,0,1,3,2,3,NA,1,3
1,32,1,3,2,1,NA,0,2,3,1,1,NA,2,3
0,35,1,3,1,1,NA,0,2,3,1,1,NA,3,NA
1,42,1,3,4,1,NA,NA,1,2,2,1,NA,1,3
0,55,1,5,1,1,NA,0,1,3,2,3,NA,4,1
0,35,1,NA,1,2,NA,0,2,3,1,1,NA,1,3
1,81,1,NA,1,2,NA,1,1,3,2,3,NA,2,NA
0,24,1,2,1,1,NA,0,NA,3,NA,NA,NA,1,3
0,35,NA,21,5,1,NA,NA,1,3,2,3,NA,4,3
0,42,3,24,2,1,NA,0,1,3,2,3,NA,4,1
0,55,3,2,4,2,NA,1,1,3,2,3,NA,1,2
1,72,1,NA,1,2,NA,NA,2,3,1,3,NA,4,2
0,30,1,4,1,1,NA,0,2,3,1,3,NA,2,NA
0,67,1,NA,4,2,NA,1,1,2,2,1,NA,1,NA
0,31,1,3,NA,1,NA,NA,1,1,3,1,NA,2,3
0,40,NA,4,4,2,NA,0,2,3,1,1,NA,4,NA
0,25,1,NA,1,2,NA,0,1,3,2,1,NA,2,NA
0,51,3,2,4,2,NA,0,2,3,1,1,NA,2,2
0,21,3,12,NA,1,NA,NA,1,3,2,2,NA,4,3
1,42,1,6,4,1,NA,0,1,3,2,1,NA,1,3
0,46,1,14,1,1,NA,0,2,2,1,1,NA,2,NA
0,32,1,7,NA,2,NA,NA,1,3,2,NA,NA,2,3
0,40,1,4,1,1,NA,0,2,3,1,1,NA,3,3
1,27,3,6,NA,2,NA,1,2,3,1,3,NA,2,NA
1,40,1,24,1,1,NA,NA,1,3,2,1,NA,3,2
0,54,1,4,1,1,NA,0,1,3,2,NA,NA,2,3
0,50,4,23,1,1,NA,1,2,3,1,1,NA,4,1
1,38,1,2,2,2,NA,NA,1,3,2,3,NA,4,3
1,41,3,22,1,1,NA,1,1,3,2,3,NA,2,3
0,43,3,1,4,2,NA,0,1,3,2,2,NA,1,3
0,68,3,13,1,2,NA,0,2,3,1,1,NA,1,3
0,70,1,7,3,2,NA,NA,2,2,1,1,NA,1,2
0,27,NA,6,2,1,NA,1,1,3,2,1,NA,1,2
0,71,1,2,1,2,NA,NA,1,3,2,3,NA,1,3
1,NA,NA,NA,NA,NA,NA,NA,1,1,3,2,NA,1,NA
1,59,1,3,4,2,NA,1,2,3,1,3,NA,1,2
1,49,1,13,5,1,NA,NA,1,1,3,3,NA,1,1
1,NA,NA,NA,NA,NA,NA,0,1,3,2,3,NA,1,3
1,36,1,11,1,1,NA,0,1,3,2,3,NA,2,NA
1,25,1,6,5,1,NA,NA,2,1,1,2,NA,1,3
0,60,1,5,3,1,NA,1,1,3,2,1,NA,3,1
1,18,1,3,NA,1,NA,0,2,3,1,3,NA,2,3
0,32,1,6,1,2,NA,0,2,3,1,3,NA,1,NA
1,38,1,23,1,1,NA,1,1,3,2,3,NA,1,3
0,45,3,12,4,1,NA,0,1,3,2,2,NA,1,2
0,67,1,4,1,1,NA,NA,1,1,3,1,NA,1,2
0,42,NA,3,1,1,NA,0,1,3,2,2,NA,1,2
0,25,3,22,1,2,NA,NA,1,1,3,NA,NA,3,2
0,35,1,NA,1,2,NA,0,2,3,1,1,NA,1,NA
0,29,1,22,NA,1,NA,1,1,3,2,3,NA,4,2
0,27,1,1,1,2,NA,0,2,3,1,3,NA,1,3
1,36,4,12,NA,1,NA,NA,2,2,1,3,NA,4,1
0,30,1,6,4,1,NA,NA,2,3,1,1,NA,1,1
0,28,1,NA,1,1,NA,0,2,3,1,3,NA,2,NA
0,26,1,2,1,2,NA,0,1,3,2,1,NA,1,3
1,42,1,4,1,1,NA,0,1,3,2,3,NA,2,3
1,34,1,4,1,1,NA,0,1,3,2,1,NA,1,3
0,38,4,NA,1,2,NA,0,1,3,2,2,NA,4,3
0,41,1,11,1,2,NA,1,1,3,2,3,NA,4,3
0,20,1,3,NA,1,NA,0,2,3,1,3,NA,NA,NA
0,77,3,NA,1,2,NA,NA,1,1,3,2,NA,4,1
0,21,1,11,2,2,NA,NA,2,3,1,3,NA,1,3
0,71,1,21,3,1,NA,NA,1,2,2,NA,NA,4,2
0,46,3,4,1,2,NA,0,1,3,2,1,NA,3,NA
1,39,1,3,1,2,NA,NA,1,3,2,NA,NA,1,NA
1,21,1,15,NA,1,NA,NA,2,3,1,3,NA,1,3
0,52,1,3,4,2,NA,1,1,3,2,1,NA,1,NA
1,19,3,NA,NA,1,NA,0,1,3,2,1,NA,1,3
1,NA,NA,NA,NA,NA,NA,0,1,3,2,NA,NA,1,3
0,25,1,NA,1,2,NA,0,1,3,2,NA,NA,2,3
1,75,1,NA,1,2,NA,1,1,3,2,1,NA,4,3
0,39,1,12,1,1,NA,1,1,3,2,1,NA,3,2
1,35,1,NA,NA,1,NA,0,1,3,2,1,NA,2,3
1,30,3,5,2,1,NA,0,1,3,2,3,NA,1,NA
0,26,1,11,1,2,NA,0,1,3,2,3,NA,2,2
0,57,1,7,NA,2,NA,0,1,3,2,NA,NA,2,NA
0,NA,NA,NA,NA,NA,NA,0,1,3,2,1,NA,1,3
0,40,1,1,5,2,NA,0,2,3,1,1,NA,4,3
0,56,1,21,1,2,NA,1,2,3,1,NA,NA,4,2
1,73,1,NA,1,2,NA,NA,2,2,1,1,NA,3,3
0,66,1,11,3,2,NA,NA,1,1,3,1,NA,3,2
1,47,4,21,1,1,NA,1,2,3,1,1,NA,4,1
0,30,1,NA,NA,1,NA,0,2,3,1,3,NA,3,3
0,34,1,2,NA,2,NA,0,1,3,2,1,NA,1,2
1,27,1,12,NA,1,NA,NA,1,3,2,3,NA,2,2
0,29,1,13,1,1,NA,NA,1,NA,NA,1,NA,4,3
0,35,1,NA,5,1,NA,0,2,3,1,3,NA,2,3
0,40,3,2,3,1,NA,0,1,3,2,2,NA,1,3
0,52,1,1,1,2,NA,0,1,3,2,1,NA,1,3
1,56,4,21,1,1,NA,NA,1,1,3,3,NA,4,3
0,71,1,NA,3,2,NA,NA,NA,1,NA,1,NA,4,2
0,NA,1,7,1,1,NA,0,1,3,2,NA,NA,2,NA
1,32,1,NA,1,1,NA,1,1,3,2,2,NA,4,1
1,36,1,NA,1,2,NA,NA,2,2,1,3,NA,2,3
0,26,1,5,1,2,NA,0,2,3,1,3,NA,2,3
0,34,4,22,1,1,NA,NA,1,3,2,1,NA,4,3
1,58,4,13,1,2,NA,NA,1,1,3,2,NA,1,1
0,33,1,2,5,1,NA,NA,1,3,2,1,NA,1,3
1,35,1,22,3,1,NA,0,1,3,2,1,NA,1,3
0,70,4,21,1,2,NA,1,1,3,2,3,NA,4,NA
0,29,3,4,2,2,NA,0,2,3,1,1,NA,1,NA
1,64,1,23,1,2,NA,NA,1,1,3,3,NA,2,2
0,47,3,3,NA,2,NA,0,2,3,1,1,NA,1,NA
0,24,1,4,1,2,NA,0,2,3,1,1,NA,2,NA
0,39,3,1,1,2,NA,0,1,3,2,2,NA,1,NA
1,50,1,5,NA,1,NA,NA,2,2,1,1,NA,2,3
0,30,1,4,1,2,NA,0,1,3,2,NA,NA,1,NA
1,24,3,3,NA,1,NA,NA,1,1,3,3,NA,3,2
0,56,1,5,3,2,NA,0,1,2,2,1,NA,3,3
1,39,1,11,2,1,NA,0,2,3,1,1,NA,1,3
0,NA,NA,NA,NA,NA,NA,1,1,3,2,3,NA,1,2
0,65,1,1,2,2,NA,NA,1,1,3,1,NA,3,1
1,28,3,22,1,1,NA,NA,2,2,1,NA,NA,2,2
0,40,1,2,1,1,NA,0,2,3,1,1,NA,1,2
1,47,1,13,1,1,NA,1,1,3,2,3,NA,1,2
0,45,1,12,1,1,NA,0,1,3,2,3,NA,2,NA
0,67,3,12,1,1,NA,NA,2,1,1,1,NA,4,2
1,49,1,11,1,1,NA,0,2,3,1,2,NA,2,3
0,64,4,24,3,1,NA,1,1,3,2,3,NA,4,1
0,68,1,1,4,2,NA,0,1,3,2,3,NA,2,NA
1,29,NA,22,1,1,NA,NA,1,2,2,3,NA,4,3
1,38,1,3,NA,2,NA,NA,2,3,1,3,NA,4,NA
0,59,1,2,1,2,NA,1,2,3,1,1,NA,1,3
1,54,1,5,1,2,NA,1,2,3,1,3,NA,3,3
0,19,1,NA,NA,2,NA,NA,1,3,2,1,NA,3,3
0,NA,4,NA,1,1,NA,0,2,3,1,NA,NA,4,NA
1,50,4,14,4,1,NA,1,2,1,1,1,NA,4,3
0,50,1,3,1,2,NA,0,1,3,2,3,NA,2,NA
1,28,1,5,2,1,NA,0,1,3,2,NA,NA,4,NA
0,27,3,6,1,2,NA,0,2,3,1,3,NA,2,NA
0,42,1,4,5,1,NA,1,1,3,2,1,NA,2,3
0,60,1,NA,NA,1,NA,1,1,3,2,1,NA,4,2
0,18,3,NA,NA,2,NA,NA,1,3,2,3,NA,1,NA
0,31,3,14,4,1,NA,NA,1,2,2,3,NA,1,NA
0,62,3,2,4,2,NA,1,1,3,2,1,NA,4,2
0,47,4,4,1,1,NA,1,2,3,1,3,NA,2,2
1,49,1,4,5,1,NA,NA,1,1,3,1,NA,4,2
1,36,1,23,1,1,NA,0,1,3,2,3,NA,2,3
0,30,1,NA,1,2,NA,0,2,3,1,1,NA,2,NA
0,37,3,12,1,1,NA,NA,1,2,2,3,NA,1,2
1,26,4,12,1,1,NA,0,1,3,2,2,NA,1,3
1,41,1,2,1,1,NA,0,1,3,2,2,NA,2,2
1,62,1,5,1,1,NA,0,2,3,1,3,NA,1,NA
1,31,1,5,5,1,NA,0,1,3,2,1,NA,2,3
0,38,1,14,1,1,NA,NA,2,3,1,1,NA,2,2
1,55,1,12,2,1,NA,0,1,3,2,3,NA,3,2
0,25,1,1,2,2,NA,0,1,3,2,1,NA,2,NA
0,43,1,14,1,1,NA,1,1,3,2,2,NA,1,2
0,38,3,1,1,1,NA,0,2,3,1,1,NA,3,3
0,33,1,3,NA,2,NA,0,1,3,2,1,NA,1,3
1,22,1,13,NA,1,NA,NA,1,2,2,3,NA,1,2
0,NA,NA,NA,NA,NA,NA,0,2,3,1,3,NA,3,3
1,19,1,2,NA,2,NA,0,1,3,2,1,NA,3,1
1,88,1,2,1,2,NA,0,1,3,2,1,NA,4,NA
0,30,1,3,1,2,NA,0,1,3,2,2,NA,1,3
0,26,1,3,1,1,NA,NA,2,1,1,1,NA,4,2
0,50,1,2,5,1,NA,0,2,3,1,1,NA,2,3
0,40,1,NA,NA,2,NA,NA,2,2,1,2,NA,4,NA
0,66,4,NA,1,2,NA,NA,1,3,2,NA,NA,4,NA
1,45,1,2,NA,2,NA,NA,2,1,1,3,NA,2,2
1,67,1,2,1,1,NA,0,2,3,1,2,NA,4,NA
0,65,1,NA,1,2,NA,1,2,3,1,NA,NA,1,NA
0,18,1,3,2,2,NA,NA,2,2,1,3,NA,3,3
0,36,1,11,1,1,NA,NA,1,3,2,1,NA,1,2
0,33,1,NA,1,2,NA,0,2,3,1,3,NA,1,NA
0,27,1,1,1,1,NA,0,1,3,2,1,NA,1,NA
0,45,1,5,1,1,NA,0,2,3,1,1,NA,1,3
1,54,1,6,5,1,NA,1,1,3,2,1,NA,3,2
0,32,NA,26,1,1,NA,NA,1,1,3,NA,NA,4,2
0,25,1,4,1,1,NA,0,2,3,1,1,NA,2,3
0,25,1,NA,1,2,NA,1,1,3,2,1,NA,4,NA
1,31,3,NA,NA,2,NA,0,2,3,1,NA,NA,4,2
1,36,1,5,1,1,NA,0,1,3,2,1,NA,1,3
1,66,1,1,1,2,NA,1,1,3,2,1,NA,1,2
1,42,1,12,1,1,NA,0,1,3,2,1,NA,4,1
0,60,1,NA,1,2,NA,0,2,3,1,1,NA,1,3
1,47,1,6,5,1,NA,1,2,3,1,2,NA,1,2
0,22,3,1,1,2,NA,NA,1,3,2,1,NA,1,2
0,24,1,5,1,2,NA,0,2,3,1,3,NA,1,3
0,45,1,3,1,2,NA,0,1,3,2,1,NA,3,NA
0,65,1,2,3,2,NA,0,1,3,2,NA,NA,4,NA
0,40,3,21,NA,1,NA,NA,1,2,2,1,NA,3,1
0,24,4,5,NA,1,NA,1,1,3,2,2,NA,4,3
0,21,1,3,NA,1,NA,0,1,3,2,3,NA,1,NA
0,79,1,NA,3,2,NA,1,NA,3,NA,1,NA,3,3
0,25,3,21,4,1,NA,NA,1,3,2,3,NA,4,1
0,NA,NA,NA,NA,NA,NA,0,1,3,2,NA,NA,1,3
1,63,1,5,1,2,NA,0,1,3,2,2,NA,1,3
0,34,3,2,5,1,NA,0,1,3,2,1,NA,2,3
0,19,1,5,NA,1,NA,NA,2,3,1,3,NA,3,3
0,40,1,4,1,2,NA,0,2,3,1,1,NA,1,NA
0,33,1,11,1,1,NA,0,1,3,2,3,NA,2,3
0,79,1,21,3,2,NA,0,2,3,1,1,NA,1,2
0,47,3,NA,1,2,NA,0,1,3,2,3,NA,1,3
1,39,1,5,1,1,NA,0,1,3,2,3,NA,4,3
0,54,1,NA,NA,1,NA,1,1,3,2,1,NA,4,3
1,56,1,21,1,1,NA,NA,1,3,2,3,NA,1,2
0,32,1,NA,1,NA,NA,0,2,3,1,1,NA,3,3
0,35,4,14,1,2,NA,0,1,3,2,3,NA,2,NA
0,54,1,4,1,1,NA,0,2,3,1,3,NA,1,2
1,68,4,NA,1,NA,NA,NA,2,1,1,NA,NA,4,3
1,54,1,6,1,1,NA,NA,1,3,2,1,NA,4,2
0,37,1,6,1,2,NA,0,1,3,2,1,NA,2,3
0,35,1,6,5,1,NA,0,1,3,2,1,NA,2,3
0,31,1,7,1,2,NA,0,1,3,2,3,NA,2,3
0,67,1,7,5,2,NA,1,1,3,2,1,NA,4,2
1,60,4,21,1,1,NA,1,2,3,1,3,NA,1,3
0,25,1,6,NA,1,NA,NA,1,1,3,3,NA,1,2
1,78,1,NA,1,2,NA,0,2,3,1,NA,NA,1,NA
1,37,1,5,4,1,NA,1,1,3,2,1,NA,1,3
0,52,1,NA,5,2,NA,1,2,3,1,1,NA,1,NA
0,30,1,4,2,2,NA,1,2,3,1,1,NA,1,3
1,48,4,NA,1,1,NA,1,1,3,2,3,NA,4,2
1,37,1,5,NA,1,NA,0,2,3,1,1,NA,1,3
0,27,3,21,1,2,NA,1,1,1,3,2,NA,2,NA
1,49,1,6,1,1,NA,0,2,3,1,1,NA,3,1
0,49,1,22,1,1,NA,NA,1,1,3,1,NA,4,2
0,28,4,NA,1,2,NA,0,1,3,2,1,NA,4,3
0,25,1,5,NA,2,NA,0,1,3,2,1,NA,4,NA
0,27,1,4,1,2,NA,NA,1,3,2,NA,NA,1,3
1,24,1,21,NA,1,NA,NA,2,2,1,NA,NA,4,2
0,25,1,4,NA,2,NA,0,2,3,1,3,NA,3,3
0,46,4,11,1,1,NA,0,1,3,2,1,NA,1,3
1,60,1,NA,1,1,NA,NA,1,1,3,1,NA,4,3
0,60,4,14,NA,1,NA,NA,1,3,2,1,NA,4,1
1,41,1,12,1,1,NA,1,1,3,2,3,NA,1,2
1,57,1,3,1,2,NA,1,1,3,2,3,NA,4,2
1,53,1,14,1,1,NA,NA,1,3,2,1,NA,4,3
1,76,1,7,1,2,NA,1,1,3,2,NA,NA,3,2
1,25,1,NA,NA,2,NA,NA,2,3,1,2,NA,4,2
0,60,1,3,5,1,NA,0,1,3,2,1,NA,1,3
0,34,1,1,NA,1,NA,0,1,3,2,1,NA,3,3
1,31,1,6,NA,1,NA,0,1,3,2,1,NA,3,3
1,46,1,4,NA,2,NA,0,1,3,2,1,NA,2,NA
0,36,1,1,1,2,NA,0,1,3,2,3,NA,1,3
0,50,1,6,1,2,NA,0,2,3,1,3,NA,1,2
0,27,3,23,1,2,NA,NA,1,1,3,1,NA,4,NA
0,43,1,NA,2,2,NA,1,1,3,2,1,NA,1,NA
1,21,3,22,2,1,NA,NA,1,3,2,2,NA,1,2
1,59,1,6,1,1,NA,1,1,3,2,1,NA,2,2
1,23,3,5,NA,1,NA,NA,2,2,1,2,NA,2,2
1,57,1,NA,1,1,NA,1,2,3,1,2,NA,1,3
0,39,1,14,4,1,NA,NA,1,1,3,1,NA,4,2
0,63,1,21,1,2,NA,1,1,3,2,1,NA,4,1
0,48,1,NA,NA,2,NA,NA,2,3,1,1,NA,4,NA
0,63,1,3,3,2,NA,1,1,3,2,3,NA,1,2
0,29,3,3,1,2,NA,NA,1,1,3,1,NA,1,NA
1,57,1,12,1,2,NA,0,1,3,2,1,NA,4,2
1,32,3,12,1,1,NA,0,1,3,2,1,NA,2,3
1,37,1,6,1,1,NA,0,2,3,1,1,NA,1,3
0,57,1,4,1,2,NA,0,2,2,1,3,NA,1,3
0,53,1,14,1,2,NA,1,1,3,2,1,NA,3,2
0,74,1,1,1,2,NA,1,1,3,2,NA,NA,4,1
0,24,1,1,1,1,NA,1,2,3,1,1,NA,3,NA
1,NA,1,NA,NA,2,NA,NA,1,1,3,3,NA,4,3
0,42,1,3,5,1,NA,0,1,3,2,1,NA,3,NA
0,28,3,14,2,1,NA,NA,2,1,1,3,NA,1,NA
1,44,3,12,1,1,NA,0,2,3,1,1,NA,2,3
0,32,1,NA,1,2,NA,0,2,3,1,NA,NA,2,NA
0,45,3,2,1,1,NA,0,1,3,2,1,NA,1,1
0,26,1,13,1,2,NA,0,1,3,2,1,NA,1,NA
0,39,3,27,1,1,NA,1,2,3,1,3,NA,2,2
0,NA,NA,NA,NA,NA,NA,1,1,3,2,NA,NA,4,NA
0,49,1,1,5,1,NA,0,1,3,2,1,NA,3,3
1,39,3,12,1,1,NA,0,1,3,2,3,NA,4,2
1,38,1,25,1,1,NA,0,1,3,2,3,NA,3,2
1,71,1,4,3,2,NA,1,1,3,2,3,NA,2,1
0,80,1,6,NA,2,NA,NA,1,3,2,1,NA,4,2
0,75,1,4,4,2,NA,1,1,3,2,1,NA,1,NA
0,37,1,NA,1,1,NA,0,1,3,2,1,NA,4,3
0,35,1,4,4,2,NA,0,1,3,2,1,NA,2,NA
1,24,3,NA,1,1,NA,0,2,3,1,3,NA,4,NA
0,26,3,6,2,2,NA,NA,1,3,2,3,NA,2,3
1,40,1,6,1,1,NA,0,1,3,2,1,NA,4,3
0,29,1,1,NA,2,NA,0,2,3,1,1,NA,4,2
1,33,NA,26,1,1,NA,NA,1,1,3,3,NA,4,1
0,59,1,NA,NA,2,NA,0,1,2,2,NA,NA,4,3
1,25,2,NA,NA,1,NA,0,2,3,1,1,NA,3,1
0,50,3,14,1,1,NA,0,2,3,1,1,NA,2,2
1,47,1,NA,1,1,NA,0,1,3,2,3,NA,1,3
0,37,1,5,2,1,NA,0,1,3,2,1,NA,1,3
1,37,NA,23,1,1,NA,NA,2,3,1,3,NA,3,3
1,70,3,NA,1,2,NA,0,1,3,2,NA,NA,3,2
0,57,1,1,1,1,NA,0,1,3,2,3,NA,1,3
0,37,1,5,2,1,NA,NA,1,3,2,3,NA,1,3
0,60,1,NA,1,1,NA,0,1,3,2,2,NA,2,1
0,30,1,5,2,2,NA,NA,1,3,2,3,NA,1,3
1,27,3,12,NA,1,NA,NA,2,1,1,NA,NA,4,3
0,57,1,1,1,2,NA,0,1,3,2,1,NA,1,3
0,81,NA,NA,NA,2,NA,0,1,3,2,1,NA,3,3
0,47,4,4,1,1,NA,0,1,3,2,2,NA,3,3
0,63,1,3,5,1,NA,1,2,3,1,1,NA,1,2
0,34,3,NA,1,1,NA,0,1,3,2,1,NA,1,2
0,40,1,3,1,2,NA,0,1,3,2,3,NA,3,3
0,56,3,25,1,1,NA,1,2,3,1,NA,NA,4,3
1,49,1,6,5,1,NA,1,1,3,2,1,NA,2,NA
0,38,1,1,5,2,NA,0,1,3,2,3,NA,1,NA
0,41,3,NA,5,1,NA,0,1,3,2,1,NA,1,3
1,52,3,4,1,1,NA,0,1,3,2,3,NA,3,2
0,40,4,NA,1,2,NA,0,1,3,2,3,NA,4,3
1,20,1,11,2,2,NA,NA,1,1,3,3,NA,4,3
0,50,1,6,1,2,NA,0,1,3,2,1,NA,1,3
0,59,4,22,4,1,NA,NA,1,1,3,1,NA,4,1
0,18,1,NA,NA,2,NA,NA,1,2,2,1,NA,4,3
1,44,1,5,1,1,NA,1,2,3,1,1,NA,4,2
1,35,1,3,1,1,NA,0,1,3,2,1,NA,2,3
0,38,4,23,1,1,NA,1,2,3,1,3,NA,4,2
0,NA,1,4,3,2,NA,1,2,3,1,NA,NA,4,1
1,18,1,5,NA,1,NA,0,2,3,1,2,NA,1,NA
0,38,3,5,4,1,NA,0,1,3,2,1,NA,1,3
0,88,1,5,3,2,NA,NA,2,1,1,1,NA,4,2
0,37,3,11,1,1,NA,NA,1,3,2,3,NA,2,2
0,33,3,23,1,1,NA,0,1,3,2,2,NA,2,NA
1,37,4,26,1,1,NA,1,2,3,1,1,NA,4,1
0,25,4,NA,5,2,NA,0,2,3,1,1,NA,1,NA
1,64,3,27,1,2,NA,NA,2,1,1,1,NA,4,3
0,72,3,13,1,2,NA,0,1,3,2,1,NA,4,NA
1,43,4,25,2,1,NA,NA,2,1,1,3,NA,4,2
0,28,1,1,5,2,NA,0,1,3,2,3,NA,1,3
1,44,1,NA,1,1,NA,0,1,3,2,2,NA,1,2
0,30,1,14,NA,1,NA,0,1,3,2,2,NA,1,NA
1,42,4,23,5,1,NA,0,1,3,2,1,NA,4,3
1,56,4,14,5,1,NA,0,2,3,1,2,NA,2,3
0,46,4,NA,1,2,NA,0,1,3,2,3,NA,4,3
0,23,3,NA,1,2,NA,0,1,3,2,1,NA,1,2
1,NA,1,NA,NA,1,NA,NA,2,3,1,3,NA,3,3
1,21,1,NA,NA,1,NA,NA,1,3,2,NA,NA,1,NA
0,53,3,12,1,1,NA,NA,1,1,3,3,NA,4,2
0,30,4,23,1,2,NA,NA,1,1,3,1,NA,4,NA
1,19,1,NA,1,NA,NA,0,2,3,1,1,NA,2,3
1,30,1,3,NA,1,NA,1,1,2,2,3,NA,4,3
0,30,1,5,4,2,NA,0,1,3,2,1,NA,4,3
1,49,1,3,1,1,NA,0,1,3,2,1,NA,1,3
0,49,4,22,1,1,NA,1,1,2,2,3,NA,4,2
1,31,3,23,1,1,NA,NA,2,3,1,2,NA,4,1
0,27,3,NA,1,1,NA,0,1,3,2,1,NA,1,3
1,18,1,22,NA,1,NA,NA,1,3,2,3,NA,3,2
0,68,2,6,3,1,NA,1,1,3,2,1,NA,1,2
0,50,4,26,1,1,NA,1,2,3,1,NA,NA,4,3
0,50,3,1,1,1,NA,1,1,3,2,1,NA,4,3
0,57,1,NA,1,1,NA,0,2,3,1,1,NA,4,NA
0,62,2,4,1,2,NA,NA,2,1,1,2,NA,4,3
1,25,1,5,5,1,NA,0,1,3,2,1,NA,1,3
0,48,1,23,1,2,NA,NA,2,1,1,3,NA,1,NA
1,40,1,13,1,1,NA,NA,1,1,3,3,NA,1,NA
0,26,1,6,1,1,NA,NA,1,1,3,1,NA,4,3
0,55,2,3,1,2,NA,1,1,3,2,3,NA,3,NA
0,59,1,1,3,2,NA,1,1,2,2,2,NA,1,2
0,79,1,2,1,2,NA,NA,1,3,2,3,NA,4,2
1,66,4,5,2,2,NA,1,1,2,2,3,NA,2,2
0,45,1,24,1,1,NA,1,2,3,1,1,NA,4,1
0,65,4,3,5,1,NA,0,1,3,2,3,NA,1,2
0,62,1,NA,1,2,NA,1,1,3,2,1,NA,1,2
1,28,1,NA,1,1,NA,0,1,3,2,3,NA,1,2
1,60,1,2,1,2,NA,0,2,3,1,3,NA,2,3
0,37,3,NA,1,2,NA,0,2,3,1,1,NA,4,NA
1,37,4,26,1,1,NA,1,2,3,1,3,NA,4,2
0,35,1,3,1,1,NA,1,1,2,2,1,NA,1,2
1,45,NA,24,1,1,NA,NA,2,2,1,3,NA,4,1
1,NA,NA,NA,NA,NA,NA,NA,2,3,1,3,NA,2,NA
1,35,3,6,1,1,NA,NA,1,3,2,1,NA,3,3
1,68,1,2,1,2,NA,1,1,3,2,1,NA,4,NA
1,40,1,NA,NA,2,NA,NA,1,3,2,1,NA,1,2
1,NA,NA,NA,NA,NA,NA,NA,2,3,1,2,NA,1,2
1,NA,NA,NA,NA,NA,NA,1,2,3,1,1,NA,1,NA
0,63,1,4,1,2,NA,1,2,2,1,1,NA,2,3
0,38,3,3,1,1,NA,1,1,3,2,1,NA,1,3
1,51,1,2,4,2,NA,NA,1,1,3,3,NA,2,2
0,29,1,NA,NA,2,NA,0,1,3,2,NA,NA,1,NA
0,36,1,NA,1,2,NA,0,1,3,2,1,NA,2,3
1,37,1,4,1,2,NA,1,2,3,1,1,NA,1,3
0,36,1,2,1,2,NA,0,2,3,1,1,NA,1,NA
1,26,1,NA,2,1,NA,0,1,3,2,3,NA,1,2
1,63,1,NA,3,2,NA,NA,NA,1,NA,2,NA,4,NA
1,80,1,6,1,2,NA,NA,2,1,1,1,NA,4,2
